comp,year,discp,seg,skname,nat,rank,order,tss,tes,tpcs,tded,tbv,pcs1f,pcs1j1,pcs1j2,pcs1j3,pcs1j4,pcs1j5,pcs1j6,pcs1j7,pcs1j8,pcs1j9,pcs1t,pcs2f,pcs2j1,pcs2j2,pcs2j3,pcs2j4,pcs2j5,pcs2j6,pcs2j7,pcs2j8,pcs2j9,pcs2t,pcs3f,pcs3j1,pcs3j2,pcs3j3,pcs3j4,pcs3j5,pcs3j6,pcs3j7,pcs3j8,pcs3j9,pcs3t,pcs4f,pcs4j1,pcs4j2,pcs4j3,pcs4j4,pcs4j5,pcs4j6,pcs4j7,pcs4j8,pcs4j9,pcs4t,pcs5f,pcs5j1,pcs5j2,pcs5j3,pcs5j4,pcs5j5,pcs5j6,pcs5j7,pcs5j8,pcs5j9,pcs5t,
owg,2018,1,0,Giada RUSSO,ITA,27,15,50.88,25.90,25.98,-1.00,26.43,0.80,6.50,5.50,7.00,6.75,6.25,6.50,6.75,7.00,6.25,6.57,0.80,6.25,5.25,6.75,6.50,6.00,6.25,6.50,6.25,6.00,6.25,0.80,6.75,5.50,7.00,6.75,6.25,6.50,6.50,6.50,6.25,6.50,0.80,6.50,5.50,7.00,7.00,6.50,6.50,7.00,6.25,6.00,6.54,0.80,6.50,5.75,7.25,7.00,6.50,6.75,6.75,6.50,6.25,6.61,
owg,2018,1,0,Anita OESTLUND,SWE,28,6,49.14,25.35,23.79,0.00,25.59,0.80,6.50,5.50,6.25,6.25,5.75,5.75,6.50,6.25,6.25,6.14,0.80,6.25,5.25,6.00,5.75,5.50,5.50,6.00,6.00,6.00,5.82,0.80,6.25,5.50,6.25,5.75,5.50,5.75,6.00,6.00,6.25,5.93,0.80,6.25,5.25,6.00,5.50,5.50,6.00,6.25,6.25,6.00,5.93,0.80,6.00,5.75,6.25,5.50,5.50,6.00,6.25,6.00,6.00,5.93,
owg,2018,1,0,Anna KHNYCHENKOVA,UKR,29,3,47.59,26.66,22.93,-2.00,30.20,0.80,6.50,5.50,6.25,6.00,5.50,5.50,6.00,6.00,5.75,5.86,0.80,6.25,5.25,6.00,5.25,5.00,5.50,5.50,5.75,5.50,5.54,0.80,6.00,5.75,6.25,5.25,5.25,5.75,5.50,5.75,5.25,5.61,0.80,6.25,5.50,6.50,5.50,5.50,6.00,5.75,6.00,5.75,5.82,0.80,6.25,5.75,6.25,5.50,5.50,5.75,6.00,6.00,5.50,5.82,
owg,2018,1,0,Aiza MAMBEKOVA,KAZ,30,9,44.40,21.29,23.11,0.00,20.93,0.80,5.50,5.00,6.25,5.50,5.50,6.50,5.75,5.75,5.75,5.71,0.80,5.50,5.00,6.00,5.00,5.00,6.00,5.50,5.75,5.50,5.46,0.80,5.75,5.25,7.00,5.75,5.50,6.75,5.50,5.75,5.75,5.82,0.80,5.75,5.00,6.25,5.75,5.75,6.50,5.75,6.00,6.00,5.89,0.80,5.50,5.50,7.25,6.00,5.75,6.75,5.75,6.00,6.25,6.00,
owg,2018,0,1,Nathan CHEN,USA,1,9,215.08,127.64,87.44,0.00,115.11,2.00,9.00,9.25,8.75,9.00,8.50,8.75,8.75,8.50,9.00,8.82,2.00,8.50,9.00,8.50,8.25,8.00,8.00,8.50,8.25,8.25,8.32,2.00,9.00,9.75,9.25,9.50,9.00,8.25,8.75,8.75,9.00,9.04,2.00,9.00,9.50,9.00,8.75,8.75,8.50,8.75,8.75,8.50,8.79,2.00,9.00,9.25,8.75,9.25,8.75,8.50,8.50,8.50,8.50,8.75,
owg,2018,0,1,Yuzuru HANYU,JPN,2,22,206.17,109.55,96.62,0.00,92.56,2.00,9.75,9.50,9.75,9.75,9.50,9.75,9.75,9.75,9.75,9.71,2.00,9.50,9.25,9.75,9.75,9.25,9.50,9.50,9.50,9.50,9.50,2.00,9.75,9.50,9.75,9.75,9.00,9.50,9.75,9.75,9.50,9.64,2.00,9.75,9.50,9.75,10.00,9.50,9.75,9.50,10.00,9.75,9.71,2.00,10.00,9.50,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,
owg,2018,0,1,Shoma UNO,JPN,3,24,202.73,111.01,92.72,-1.00,103.14,2.00,9.25,9.25,9.25,9.50,9.25,9.50,8.75,9.50,9.50,9.36,2.00,9.00,9.25,9.00,9.25,9.25,9.00,8.50,9.00,9.00,9.07,2.00,9.00,9.50,9.50,9.25,9.00,9.25,8.50,9.50,9.25,9.25,2.00,9.25,9.25,9.50,9.50,9.25,9.25,8.75,9.25,9.50,9.32,2.00,9.25,9.50,9.50,9.50,9.50,9.50,8.75,9.25,9.00,9.36,
owg,2018,0,1,Javier FERNANDEZ,ESP,4,23,197.66,101.52,96.14,0.00,84.11,2.00,9.50,9.25,9.50,9.50,9.50,9.50,8.75,9.50,9.75,9.46,2.00,9.50,9.50,9.25,9.50,9.25,9.50,8.75,9.50,9.50,9.43,2.00,9.75,9.75,9.75,9.25,9.75,9.50,9.00,9.75,9.75,9.64,2.00,10.00,9.75,9.75,9.75,9.75,9.75,9.25,9.75,10.00,9.79,2.00,9.75,9.75,9.75,9.50,10.00,9.75,9.00,9.75,10.00,9.75,
owg,2018,0,1,Boyang JIN,CHN,5,20,194.45,109.69,85.76,-1.00,102.40,2.00,9.00,8.25,8.75,8.75,8.50,8.50,9.50,8.75,8.75,8.71,2.00,8.50,7.50,8.50,7.75,8.00,8.00,9.25,8.50,8.25,8.21,2.00,8.75,8.50,8.75,8.75,8.25,8.50,9.50,8.75,8.50,8.64,2.00,9.00,7.75,9.00,8.50,8.50,8.75,9.50,8.75,8.25,8.68,2.00,9.00,8.00,9.00,8.25,8.50,8.50,9.50,8.75,8.50,8.64,
owg,2018,0,1,Vincent ZHOU,USA,6,15,192.16,112.24,79.92,0.00,110.59,2.00,7.50,7.75,7.75,8.25,7.75,8.75,8.25,8.00,8.50,8.04,2.00,7.00,7.75,7.50,7.75,7.75,8.00,7.75,7.50,8.25,7.71,2.00,8.00,8.75,7.75,7.75,8.25,8.50,8.25,8.25,8.75,8.25,2.00,7.50,8.25,7.75,8.25,7.75,8.50,7.75,7.75,8.25,7.96,2.00,7.50,8.00,7.75,8.25,8.00,8.50,7.75,7.75,8.50,8.00,
owg,2018,0,1,Mikhail KOLYADA,OAR,7,16,177.56,91.62,87.94,-2.00,89.46,2.00,9.25,8.75,9.25,9.00,8.50,9.25,8.75,9.00,9.00,9.00,2.00,8.75,8.50,8.75,8.75,8.00,8.50,8.50,8.75,8.75,8.64,2.00,9.00,8.50,9.00,8.50,8.00,8.75,8.50,9.00,8.50,8.68,2.00,9.00,8.50,9.25,9.00,8.50,9.00,8.75,8.75,9.00,8.86,2.00,9.00,8.50,9.25,8.75,8.50,9.00,8.75,8.75,8.75,8.79,
owg,2018,0,1,Patrick CHAN,CAN,8,21,173.42,81.56,91.86,0.00,72.49,2.00,9.50,9.50,9.25,9.25,9.25,9.25,9.50,9.25,9.25,9.32,2.00,9.00,9.25,9.25,9.25,9.25,9.00,9.25,9.00,9.00,9.14,2.00,8.75,8.75,9.00,9.00,8.50,8.50,9.00,9.25,9.00,8.86,2.00,9.00,9.50,9.25,9.25,9.25,8.75,9.25,9.50,9.50,9.29,2.00,9.25,9.50,9.00,9.50,9.25,9.00,9.50,9.50,9.25,9.32,
owg,2018,0,1,Alexei BYCHENKO,ISR,9,7,172.88,89.08,83.80,0.00,79.06,2.00,8.50,7.75,8.25,8.50,8.50,8.50,8.50,8.00,8.50,8.39,2.00,8.00,7.50,8.00,8.00,8.00,8.25,8.25,7.75,8.25,8.04,2.00,9.00,8.50,8.50,8.75,8.75,8.25,8.50,8.25,9.00,8.61,2.00,8.75,7.75,8.25,8.25,8.50,8.50,8.75,8.00,8.75,8.43,2.00,8.75,8.00,8.25,8.50,8.75,8.50,8.50,8.00,8.50,8.43,
owg,2018,0,1,Adam RIPPON,USA,10,18,171.41,84.47,86.94,0.00,75.78,2.00,9.00,9.00,8.75,8.75,8.50,8.75,8.75,8.75,8.50,8.75,2.00,8.75,8.75,8.50,8.75,8.25,8.50,8.50,8.50,8.25,8.54,2.00,8.75,9.50,9.00,8.50,8.50,8.50,8.75,8.75,8.50,8.68,2.00,8.75,9.50,8.75,8.75,8.50,8.50,9.00,8.75,8.25,8.71,2.00,8.75,9.75,8.75,9.00,8.50,8.75,9.00,8.75,8.25,8.79,
owg,2018,0,1,Daniel SAMOHIN,ISR,11,8,170.75,89.03,81.72,0.00,82.24,2.00,8.50,8.25,7.75,8.50,8.50,8.50,8.50,8.00,8.00,8.32,2.00,8.25,7.75,7.50,7.25,8.00,8.00,8.00,7.50,7.50,7.75,2.00,8.75,8.75,8.00,8.00,8.50,8.25,8.25,8.25,8.25,8.32,2.00,9.00,8.00,7.75,8.00,8.50,8.50,8.50,8.00,7.75,8.18,2.00,8.75,8.50,8.00,8.25,8.75,8.50,8.25,7.75,7.75,8.29,
owg,2018,0,1,Keegan MESSING,CAN,12,14,170.32,84.88,85.44,0.00,72.83,2.00,8.75,8.50,8.25,8.25,8.25,8.75,8.75,8.25,9.00,8.50,2.00,8.50,8.25,8.25,8.00,8.25,8.25,8.50,8.00,8.75,8.29,2.00,8.50,8.50,9.00,8.00,8.75,8.50,8.50,8.50,9.00,8.61,2.00,8.50,8.50,8.75,8.50,8.75,8.50,8.75,8.25,9.25,8.61,2.00,8.75,8.75,8.75,8.50,8.75,8.75,8.75,8.50,9.25,8.71,
owg,2018,0,1,Dmitri ALIEV,OAR,13,19,168.53,85.39,85.14,-2.00,84.39,2.00,8.75,8.75,8.50,8.75,8.75,8.75,8.50,8.50,8.50,8.64,2.00,8.50,8.50,8.25,8.75,8.50,8.50,8.00,8.25,8.25,8.39,2.00,8.50,8.00,8.25,8.50,8.00,8.50,8.00,8.50,8.50,8.32,2.00,8.75,8.50,8.50,9.00,8.50,8.75,8.25,8.50,8.75,8.61,2.00,8.75,8.50,8.75,8.75,8.50,8.75,8.25,8.50,8.50,8.61,
owg,2018,0,1,Junhwan CHA,KOR,14,11,165.16,84.94,81.22,-1.00,79.69,2.00,8.00,8.25,7.75,8.50,8.00,8.50,8.75,8.00,8.25,8.21,2.00,7.50,8.25,7.50,8.00,7.75,8.00,8.50,7.75,7.75,7.86,2.00,7.75,8.75,8.00,8.25,8.00,8.25,8.75,8.00,8.50,8.25,2.00,8.00,8.50,7.75,8.25,8.00,8.25,8.75,7.75,8.00,8.11,2.00,8.00,8.50,8.00,8.25,8.25,8.00,8.50,8.00,8.25,8.18,
owg,2018,0,1,Keiji TANAKA,JPN,15,5,164.78,85.64,81.14,-2.00,85.61,2.00,8.50,8.50,8.00,8.50,8.25,8.00,8.25,8.50,8.50,8.36,2.00,8.00,8.00,7.75,8.25,8.00,7.50,7.50,8.00,8.00,7.89,2.00,8.50,8.25,8.25,8.25,7.50,7.50,7.75,8.00,8.00,8.00,2.00,8.75,8.25,8.00,8.50,8.00,7.75,8.00,8.25,8.25,8.18,2.00,8.25,8.25,8.00,8.75,8.00,7.50,8.00,8.25,8.25,8.14,
owg,2018,0,1,Jorik HENDRICKX,BEL,16,13,164.21,81.79,82.42,0.00,71.96,2.00,8.50,8.50,8.00,8.25,8.25,8.50,8.25,8.00,8.00,8.25,2.00,8.50,8.25,7.75,7.75,8.00,8.25,8.00,7.75,7.75,7.96,2.00,8.75,8.75,8.25,8.00,8.25,8.50,8.25,8.25,8.25,8.36,2.00,8.50,8.25,8.00,8.50,8.00,8.50,8.25,8.25,8.00,8.25,2.00,8.75,8.75,8.25,8.50,8.25,8.50,8.25,8.00,8.25,8.39,
owg,2018,0,1,Misha GE,UZB,17,10,161.04,74.96,86.08,0.00,67.73,2.00,8.50,8.00,8.75,8.75,8.50,8.25,8.75,8.25,8.25,8.46,2.00,8.50,8.00,8.50,9.00,8.25,8.25,8.75,8.00,8.25,8.36,2.00,8.50,8.50,9.00,8.50,8.25,8.75,8.75,8.25,8.50,8.54,2.00,8.75,8.25,9.25,9.00,8.75,8.50,9.00,8.50,8.75,8.75,2.00,9.00,9.00,9.25,9.25,8.75,8.75,9.00,8.50,8.75,8.93,
owg,2018,0,1,Michal BREZINA,CZE,18,17,160.92,76.58,84.34,0.00,71.04,2.00,8.75,8.25,8.50,8.50,8.25,8.75,8.75,8.75,8.50,8.57,2.00,8.50,8.00,8.25,8.00,8.00,8.25,8.50,8.50,8.00,8.21,2.00,8.75,8.25,8.75,8.25,8.00,8.50,8.25,8.50,8.25,8.39,2.00,8.75,8.50,8.75,8.25,8.25,8.75,8.50,8.75,8.50,8.57,2.00,8.75,8.25,8.75,8.00,8.25,8.50,8.50,8.50,8.25,8.43,
owg,2018,0,1,Matteo RIZZO,ITA,19,2,156.78,80.86,75.92,0.00,74.11,2.00,7.75,7.75,7.75,7.75,7.50,7.50,7.75,7.50,7.50,7.64,2.00,7.50,7.75,7.50,7.25,7.25,7.25,7.25,7.00,7.25,7.32,2.00,8.00,8.25,8.00,7.50,7.50,7.50,7.75,7.75,8.00,7.79,2.00,7.75,8.00,7.75,7.75,7.50,7.50,7.50,7.50,7.75,7.64,2.00,7.50,8.25,7.75,7.50,7.75,7.25,7.50,7.50,7.50,7.57,
owg,2018,0,1,Deniss VASILJEVS,LAT,20,1,155.06,76.42,80.64,-2.00,72.75,2.00,8.50,7.75,8.00,8.25,8.25,8.25,8.00,8.00,8.25,8.14,2.00,8.50,7.75,7.75,8.00,8.00,8.00,7.50,7.50,8.00,7.86,2.00,8.50,8.00,8.50,7.75,7.75,7.75,7.50,8.00,8.00,7.96,2.00,8.75,8.25,8.25,8.00,8.00,8.25,8.00,7.75,8.50,8.18,2.00,8.75,8.00,8.25,8.25,8.25,8.25,8.00,8.00,8.25,8.18,
owg,2018,0,1,Brendan KERRY,AUS,21,12,150.75,73.33,77.42,0.00,69.67,2.00,8.25,8.00,7.50,8.50,7.75,8.25,8.25,7.75,7.50,7.96,2.00,7.25,7.75,7.25,8.25,7.00,7.75,8.00,7.50,7.25,7.54,2.00,7.50,7.75,7.50,8.00,7.00,8.00,7.75,7.75,7.50,7.68,2.00,7.75,8.25,7.25,8.25,7.50,8.25,8.00,7.50,7.50,7.82,2.00,7.75,8.00,7.50,8.25,7.50,8.00,7.75,7.50,7.25,7.71,
owg,2018,0,1,Paul FENTZ,GER,22,3,139.82,66.98,72.84,0.00,64.18,2.00,7.50,7.50,7.50,7.50,7.50,7.50,7.75,7.50,7.50,7.50,2.00,7.00,7.25,7.25,7.00,7.00,7.00,7.25,7.25,7.25,7.14,2.00,7.25,7.25,6.75,7.00,6.75,7.00,7.50,7.50,7.25,7.14,2.00,7.50,7.50,7.00,7.50,7.00,7.25,7.50,7.50,7.50,7.39,2.00,7.25,7.25,7.25,7.25,7.00,7.25,7.25,7.50,7.25,7.25,
owg,2018,0,1,Han YAN,CHN,23,4,132.38,53.80,79.58,-1.00,53.99,2.00,8.50,8.25,8.75,7.75,9.00,8.00,8.50,8.25,8.25,8.36,2.00,7.25,8.00,8.25,6.75,8.50,7.50,8.25,7.75,7.75,7.82,2.00,7.50,7.50,7.75,6.75,7.75,7.00,8.00,7.75,7.75,7.57,2.00,8.00,8.50,8.25,7.25,8.00,7.50,8.50,8.00,8.00,8.04,2.00,8.00,8.00,8.50,6.75,8.50,7.00,8.50,8.00,8.00,8.00,
owg,2018,0,1,Morisi KVITELASHVILI,GEO,24,6,128.01,63.35,70.66,-6.00,71.93,2.00,7.50,7.25,7.25,7.50,7.75,7.25,7.50,7.50,7.50,7.43,2.00,7.00,6.75,7.00,6.50,7.00,6.75,7.00,6.75,6.75,6.86,2.00,6.75,6.00,6.50,6.75,6.50,6.75,7.00,7.25,6.50,6.68,2.00,7.25,7.50,7.50,7.25,7.50,7.25,7.25,7.00,7.25,7.32,2.00,7.25,6.50,7.25,6.75,7.00,6.75,7.25,7.25,7.00,7.04,
