comp,year,discp,seg,skname,nat,elen,eles,lvl,bl,dg,ur,ue,we,iv,ele,bv,goe,goej1,goej2,goej3,goej4,goej5,goej6,goej7,goej8,goej9,ets
ec,2018,1,0,Alina ZAGITOVA,RUS,1,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,1.00,2,1,2,2,2,1,3,2,3,4.20
ec,2018,1,0,Alina ZAGITOVA,RUS,2,StSq,4,0,0,0,0,0,0,StSq4,3.90,1.60,2,2,2,2,2,3,1,3,3,5.50
ec,2018,1,0,Alina ZAGITOVA,RUS,3,3Lz+3Lo,-,1,0,0,0,0,0,3Lz+3Lo,12.21,1.40,3,2,2,2,2,1,2,2,2,13.61
ec,2018,1,0,Alina ZAGITOVA,RUS,4,3F,-,1,0,0,0,0,0,3F,5.83,1.60,3,3,2,3,2,2,2,2,2,7.43
ec,2018,1,0,Alina ZAGITOVA,RUS,5,2A,-,1,0,0,0,0,0,2A,3.63,0.71,3,1,1,2,2,1,1,1,2,4.34
ec,2018,1,0,Alina ZAGITOVA,RUS,6,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.50,3,3,3,3,3,3,2,3,3,4.20
ec,2018,1,0,Alina ZAGITOVA,RUS,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,1.21,3,2,2,3,2,2,2,3,3,4.71
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,1,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,1.00,3,2,2,2,2,2,2,2,2,4.20
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,2,StSq,4,0,0,0,0,0,0,StSq4,3.90,2.00,3,3,3,2,3,3,2,3,3,5.90
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,3,3F+3T,-,1,0,0,0,0,0,3F+3T,10.56,1.30,2,1,1,2,2,2,2,2,2,11.86
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,4,3Lo,-,1,0,0,0,0,0,3Lo,5.61,1.60,3,3,2,2,2,2,3,2,2,7.21
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,5,2A,-,1,0,0,0,0,0,2A,3.63,-1.00,-2,-2,-2,-2,-2,0,-2,-2,-2,2.63
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,6,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,1.14,3,2,2,2,3,3,2,2,2,4.64
ec,2018,1,0,Evgenia MEDVEDEVA,RUS,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.29,3,3,2,3,2,2,2,3,3,3.99
ec,2018,1,0,Carolina KOSTNER,ITA,1,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,0.70,1,1,1,2,1,1,1,1,1,10.30
ec,2018,1,0,Carolina KOSTNER,ITA,2,3Lo,-,0,0,0,0,0,0,3Lo,5.10,1.50,3,2,2,3,1,2,2,2,2,6.60
ec,2018,1,0,Carolina KOSTNER,ITA,3,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.86,2,2,1,2,2,2,2,1,1,4.06
ec,2018,1,0,Carolina KOSTNER,ITA,4,2A,-,1,0,0,0,0,0,2A,3.63,1.00,3,2,2,2,2,2,2,2,2,4.63
ec,2018,1,0,Carolina KOSTNER,ITA,5,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.00,3,2,2,2,2,2,2,1,2,3.70
ec,2018,1,0,Carolina KOSTNER,ITA,6,StSq,4,0,0,0,0,0,0,StSq4,3.90,2.10,3,3,3,3,3,3,2,3,3,6.00
ec,2018,1,0,Carolina KOSTNER,ITA,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,1.14,3,2,2,3,2,2,2,2,3,4.64
ec,2018,1,0,Maria SOTSKOVA,RUS,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-1.60,-3,-3,-1,-1,-2,-2,-2,-3,-3,4.40
ec,2018,1,0,Maria SOTSKOVA,RUS,2,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.86,2,1,2,2,2,2,2,1,1,4.36
ec,2018,1,0,Maria SOTSKOVA,RUS,3,3F+3T,-,1,0,0,0,0,0,3F+3T,10.56,0.70,2,0,1,2,0,2,1,1,0,11.26
ec,2018,1,0,Maria SOTSKOVA,RUS,4,2A,-,1,0,0,0,0,0,2A,3.63,0.50,1,1,1,1,1,1,1,2,1,4.13
ec,2018,1,0,Maria SOTSKOVA,RUS,5,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.21,0,0,1,1,0,0,1,0,1,3.41
ec,2018,1,0,Maria SOTSKOVA,RUS,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.93,2,2,2,2,2,2,2,1,1,4.23
ec,2018,1,0,Maria SOTSKOVA,RUS,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.64,2,1,2,1,1,1,2,1,1,3.34
ec,2018,1,0,Nicole RAJICOVA,SVK,1,3Lo+3T,-,0,0,1,0,0,0,3Lo+3T<,8.10,-0.80,-1,-2,-1,-1,-1,-1,-1,-1,-2,7.30
ec,2018,1,0,Nicole RAJICOVA,SVK,2,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.71,2,1,1,2,2,1,2,1,1,3.91
ec,2018,1,0,Nicole RAJICOVA,SVK,3,3Lz,-,0,0,0,0,0,0,3Lz,6.00,0.40,1,0,1,1,1,0,1,0,0,6.40
ec,2018,1,0,Nicole RAJICOVA,SVK,4,LSp,3,0,0,0,0,0,0,LSp3,2.40,0.03,1,0,1,-1,0,-1,0,0,0,2.43
ec,2018,1,0,Nicole RAJICOVA,SVK,5,2A,-,1,0,0,0,0,0,2A,3.63,0.64,1,1,2,1,1,1,2,2,1,4.27
ec,2018,1,0,Nicole RAJICOVA,SVK,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.93,2,2,2,1,2,2,2,1,2,4.23
ec,2018,1,0,Nicole RAJICOVA,SVK,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.43,1,1,1,1,-1,0,1,1,1,3.93
ec,2018,1,0,Anita ÖSTLUND,SWE,1,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-1.60,-3,-3,-2,-2,-3,-2,-2,-2,-1,4.40
ec,2018,1,0,Anita ÖSTLUND,SWE,2,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.36,0,1,1,1,1,0,1,1,0,3.36
ec,2018,1,0,Anita ÖSTLUND,SWE,3,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.50,0,1,1,1,1,1,1,1,1,3.80
ec,2018,1,0,Anita ÖSTLUND,SWE,4,3T+3T,-,1,0,0,0,0,0,3T+3T,9.46,0.40,0,0,1,0,1,1,1,0,1,9.86
ec,2018,1,0,Anita ÖSTLUND,SWE,5,2A,-,1,0,0,0,0,0,2A,3.63,0.29,1,0,1,0,1,0,1,0,1,3.92
ec,2018,1,0,Anita ÖSTLUND,SWE,6,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.29,0,1,0,0,0,1,1,1,1,3.79
ec,2018,1,0,Anita ÖSTLUND,SWE,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.21,0,2,1,0,0,0,0,1,1,2.91
ec,2018,1,0,Laurine LECAVELIER,FRA,1,3Lz+COMBO,-,0,0,0,0,0,0,3Lz+COMBO,6.00,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,3.90
ec,2018,1,0,Laurine LECAVELIER,FRA,2,FCSp,3,0,0,0,0,0,0,FCSp3,2.80,0.64,2,1,2,1,1,1,2,1,1,3.44
ec,2018,1,0,Laurine LECAVELIER,FRA,3,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.71,3,1,1,1,2,2,2,1,1,3.31
ec,2018,1,0,Laurine LECAVELIER,FRA,4,3F,-,1,0,0,0,0,0,3F,5.83,-1.00,-1,-2,-1,-1,-2,-2,-1,-1,-2,4.83
ec,2018,1,0,Laurine LECAVELIER,FRA,5,2A,-,1,0,0,0,0,0,2A,3.63,0.57,2,1,1,1,1,1,2,1,1,4.20
ec,2018,1,0,Laurine LECAVELIER,FRA,6,CCoSp,3,0,0,0,0,0,0,CCoSp3,3.00,0.20,1,0,1,1,-1,-1,2,-1,1,3.20
ec,2018,1,0,Laurine LECAVELIER,FRA,7,LSp,3,0,0,0,0,0,0,LSp3,2.40,0.93,2,2,1,2,2,2,2,2,1,3.33
ec,2018,1,0,Loena HENDRICKX,BEL,1,3Lz+2T,-,0,0,0,0,0,0,3Lz+2T,7.30,1.00,2,1,2,2,1,2,1,1,1,8.30
ec,2018,1,0,Loena HENDRICKX,BEL,2,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.57,2,0,1,1,2,1,1,1,1,3.57
ec,2018,1,0,Loena HENDRICKX,BEL,3,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.86,2,1,2,1,2,2,1,2,2,4.36
ec,2018,1,0,Loena HENDRICKX,BEL,4,2A,-,1,0,0,0,0,0,2A,3.63,0.29,1,0,0,1,1,0,1,1,0,3.92
ec,2018,1,0,Loena HENDRICKX,BEL,5,1F,-,1,0,0,0,0,1,1F*,0.00,0.00,-,-,-,-,-,-,-,-,-,0.00
ec,2018,1,0,Loena HENDRICKX,BEL,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,1.00,2,1,2,2,2,2,2,2,2,4.30
ec,2018,1,0,Loena HENDRICKX,BEL,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,1.29,2,3,3,2,2,3,3,3,2,3.99
ec,2018,1,0,Alexia PAGANINI,SUI,1,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,0.70,1,0,1,1,1,1,1,1,2,9.30
ec,2018,1,0,Alexia PAGANINI,SUI,2,3Lo,-,0,0,0,0,0,0,3Lo,5.10,0.40,1,0,1,0,0,0,1,1,1,5.50
ec,2018,1,0,Alexia PAGANINI,SUI,3,FCSp,3,0,0,0,0,0,0,FCSp3,2.80,0.36,1,1,0,0,1,0,1,1,1,3.16
ec,2018,1,0,Alexia PAGANINI,SUI,4,2A,-,1,0,0,0,0,0,2A,3.63,0.43,1,0,1,1,1,1,1,0,1,4.06
ec,2018,1,0,Alexia PAGANINI,SUI,5,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.36,0,0,1,0,1,1,1,1,1,3.06
ec,2018,1,0,Alexia PAGANINI,SUI,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.57,1,1,1,1,1,2,1,1,2,3.17
ec,2018,1,0,Alexia PAGANINI,SUI,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.00,-1,0,0,0,0,0,0,0,1,3.50
ec,2018,1,0,Mae Berenice MEITE,FRA,1,3F+3T,-,0,0,0,0,0,0,3F+3T,9.60,0.00,0,-1,0,0,0,0,0,0,0,9.60
ec,2018,1,0,Mae Berenice MEITE,FRA,2,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.29,1,0,1,0,1,0,1,1,0,3.79
ec,2018,1,0,Mae Berenice MEITE,FRA,3,FCSp,3,0,0,0,0,0,0,FCSp3,2.80,0.43,1,1,1,0,1,1,1,1,0,3.23
ec,2018,1,0,Mae Berenice MEITE,FRA,4,3Lz,-,1,0,1,0,0,0,3Lz<,4.62,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,2.52
ec,2018,1,0,Mae Berenice MEITE,FRA,5,2A,-,1,0,0,0,0,0,2A,3.63,0.50,1,1,1,1,0,1,1,1,1,4.13
ec,2018,1,0,Mae Berenice MEITE,FRA,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.50,1,1,1,0,1,2,1,1,1,3.10
ec,2018,1,0,Mae Berenice MEITE,FRA,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.50,1,1,1,1,1,1,1,1,1,3.20
ec,2018,1,0,Emmi PELTONEN,FIN,1,3T+2T,-,0,0,0,0,0,0,3T+2T,5.60,-1.00,-2,-1,-1,-2,-1,-2,-1,-2,-1,4.60
ec,2018,1,0,Emmi PELTONEN,FIN,2,3Lo,-,0,0,0,0,0,0,3Lo,5.10,-1.50,-2,-2,-3,-2,-2,-1,-2,-2,-3,3.60
ec,2018,1,0,Emmi PELTONEN,FIN,3,LSp,3,0,0,0,0,0,0,LSp3,2.40,0.29,1,0,1,0,1,1,0,0,1,2.69
ec,2018,1,0,Emmi PELTONEN,FIN,4,2A,-,1,0,0,0,0,0,2A,3.63,0.64,1,1,1,1,1,2,2,2,1,4.27
ec,2018,1,0,Emmi PELTONEN,FIN,5,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.43,1,1,1,1,1,2,-1,0,1,3.43
ec,2018,1,0,Emmi PELTONEN,FIN,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,1.00,2,2,2,2,2,3,2,1,2,3.60
ec,2018,1,0,Emmi PELTONEN,FIN,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.36,1,1,1,0,1,0,1,-1,1,3.86
ec,2018,1,0,Eliska BREZINOVA,CZE,1,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,0.30,1,0,0,0,0,0,1,1,2,8.90
ec,2018,1,0,Eliska BREZINOVA,CZE,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-1.10,-1,-3,-1,-1,-3,-1,-2,-2,0,4.90
ec,2018,1,0,Eliska BREZINOVA,CZE,3,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,2,1,1,1,1,1,3.70
ec,2018,1,0,Eliska BREZINOVA,CZE,4,2A,-,0,0,0,0,0,0,2A,3.30,-0.43,-2,-1,-1,-1,0,0,-1,-1,-1,2.87
ec,2018,1,0,Eliska BREZINOVA,CZE,5,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.43,1,1,1,1,1,-1,1,1,0,3.93
ec,2018,1,0,Eliska BREZINOVA,CZE,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.36,1,1,0,1,1,1,0,0,1,2.96
ec,2018,1,0,Eliska BREZINOVA,CZE,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.50,0,1,1,1,1,2,1,1,1,3.20
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,1,2A,-,0,0,0,0,0,0,2A,3.30,0.50,1,1,1,1,1,1,2,1,1,3.80
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,2,3T+3T,-,0,0,1,0,0,0,3T+3T<,7.30,-1.10,-3,-3,-1,-1,-2,-1,-1,-2,-1,6.20
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,3,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.14,0,0,0,0,1,0,0,1,1,3.34
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,4,3Lz,-,1,0,0,0,0,0,3Lz,6.60,-0.30,-2,-1,0,-1,0,0,-1,0,0,6.30
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,5,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.29,0,1,1,0,0,1,1,0,1,3.79
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.50,1,1,1,1,1,1,0,1,2,3.10
ec,2018,1,0,Anna KHNYCHENKOVA,UKR,7,LSp,3,0,0,0,0,0,0,LSp3,2.40,0.14,0,1,0,0,0,-1,0,1,1,2.54
ec,2018,1,0,Viveca LINDFORS,FIN,1,3T+2T,-,0,0,0,0,0,0,3T+2T,5.60,0.20,0,0,0,1,0,2,0,1,0,5.80
ec,2018,1,0,Viveca LINDFORS,FIN,2,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.21,0,1,1,0,1,0,0,1,0,3.41
ec,2018,1,0,Viveca LINDFORS,FIN,3,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.50,0,1,1,1,1,2,1,1,1,3.10
ec,2018,1,0,Viveca LINDFORS,FIN,4,3Lz,-,1,0,0,0,0,0,3Lz,6.60,-1.70,-3,-2,-3,-2,-2,-2,-2,-3,-3,4.90
ec,2018,1,0,Viveca LINDFORS,FIN,5,2A,-,1,0,0,0,0,0,2A,3.63,0.36,0,1,1,1,1,0,1,1,0,3.99
ec,2018,1,0,Viveca LINDFORS,FIN,6,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.79,1,2,2,1,1,2,1,2,2,4.29
ec,2018,1,0,Viveca LINDFORS,FIN,7,LSp,2,0,0,0,0,0,0,LSp2,1.90,0.43,1,1,1,0,1,1,1,-1,1,2.33
ec,2018,1,0,Ivett TOTH,HUN,1,3T,-,0,0,1,0,0,0,3T<,3.00,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,0.90
ec,2018,1,0,Ivett TOTH,HUN,2,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.50,1,1,1,0,1,1,1,1,1,4.00
ec,2018,1,0,Ivett TOTH,HUN,3,3Lz+2T,-,1,0,0,0,0,0,3Lz+2T,8.03,-1.60,-2,-3,-2,-2,-3,-2,-2,-2,-3,6.43
ec,2018,1,0,Ivett TOTH,HUN,4,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.36,1,1,1,1,0,1,1,0,0,3.56
ec,2018,1,0,Ivett TOTH,HUN,5,StSq,4,0,0,0,0,0,0,StSq4,3.90,0.80,2,1,1,1,1,1,1,1,3,4.70
ec,2018,1,0,Ivett TOTH,HUN,6,2A,-,1,0,0,0,0,0,2A,3.63,0.29,1,0,0,0,0,0,1,2,2,3.92
ec,2018,1,0,Ivett TOTH,HUN,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.93,2,2,2,1,1,2,2,2,3,3.63
ec,2018,1,0,Lea Johanna DASTICH,GER,1,3F,-,0,0,0,0,0,0,3F,5.30,-1.90,-3,-3,-2,-3,-2,-2,-3,-3,-3,3.40
ec,2018,1,0,Lea Johanna DASTICH,GER,2,3Lo+2T,-,0,0,0,0,0,0,3Lo+2T,6.40,0.20,0,0,1,0,0,1,0,1,0,6.60
ec,2018,1,0,Lea Johanna DASTICH,GER,3,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,-0.04,-1,0,0,0,0,-1,0,0,1,3.46
ec,2018,1,0,Lea Johanna DASTICH,GER,4,FSSp,3,0,0,0,0,0,0,FSSp3,2.60,0.21,0,0,1,1,1,0,1,0,0,2.81
ec,2018,1,0,Lea Johanna DASTICH,GER,5,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.36,0,1,1,0,1,1,1,0,1,3.66
ec,2018,1,0,Lea Johanna DASTICH,GER,6,2A,-,1,0,0,0,0,0,2A,3.63,-0.07,-1,-2,1,0,-1,0,0,0,1,3.56
ec,2018,1,0,Lea Johanna DASTICH,GER,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.21,0,1,0,1,0,0,1,1,0,2.91
ec,2018,1,0,Anne Line GJERSEM,NOR,1,3Lo+2T,-,0,0,0,0,0,0,3Lo+2T,6.40,0.20,0,0,0,0,0,1,1,0,1,6.60
ec,2018,1,0,Anne Line GJERSEM,NOR,2,3F,-,0,0,0,1,0,0,3F,5.30,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,3.20
ec,2018,1,0,Anne Line GJERSEM,NOR,3,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.36,0,1,1,0,0,2,1,1,1,3.86
ec,2018,1,0,Anne Line GJERSEM,NOR,4,2A,-,1,0,0,0,0,0,2A,3.63,0.00,0,0,0,0,0,-1,0,0,0,3.63
ec,2018,1,0,Anne Line GJERSEM,NOR,5,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,1,1,1,1,1,0,3.70
ec,2018,1,0,Anne Line GJERSEM,NOR,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.36,1,1,1,1,0,0,1,1,0,3.66
ec,2018,1,0,Anne Line GJERSEM,NOR,7,SSp,4,0,0,0,0,0,0,SSp4,2.50,0.07,0,0,0,0,1,1,0,0,0,2.57
ec,2018,1,0,Nicole SCHOTT,GER,1,3T+3T,-,0,0,0,0,0,0,3T+3T,8.60,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,6.50
ec,2018,1,0,Nicole SCHOTT,GER,2,FCSp,4,0,0,0,0,0,0,FCSp4,3.20,0.50,1,1,1,1,1,1,1,1,1,3.70
ec,2018,1,0,Nicole SCHOTT,GER,3,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.43,1,1,1,1,1,1,1,0,0,3.93
ec,2018,1,0,Nicole SCHOTT,GER,4,2Lo,-,1,0,0,0,0,1,2Lo*,0.00,0.00,-,-,-,-,-,-,-,-,-,0.00
ec,2018,1,0,Nicole SCHOTT,GER,5,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.64,2,2,1,1,1,2,1,1,1,3.24
ec,2018,1,0,Nicole SCHOTT,GER,6,2A,-,1,0,0,0,0,0,2A,3.63,0.36,1,0,0,1,1,1,1,1,0,3.99
ec,2018,1,0,Nicole SCHOTT,GER,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.50,2,1,1,1,1,1,1,1,1,3.20
ec,2018,1,0,Micol CRISTINI,ITA,1,3T+2T,-,0,0,0,0,0,0,3T+2T,5.60,0.20,0,-1,0,0,0,1,1,1,0,5.80
ec,2018,1,0,Micol CRISTINI,ITA,2,3Lz,-,0,0,0,0,0,0,3Lz,6.00,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,3.90
ec,2018,1,0,Micol CRISTINI,ITA,3,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.50,1,1,1,1,1,1,1,1,0,3.50
ec,2018,1,0,Micol CRISTINI,ITA,4,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.43,1,1,1,0,1,2,1,0,1,3.93
ec,2018,1,0,Micol CRISTINI,ITA,5,StSq,1,0,0,0,0,0,0,StSq1,1.80,0.43,1,1,1,0,1,1,0,1,1,2.23
ec,2018,1,0,Micol CRISTINI,ITA,6,2A,-,1,0,0,0,0,0,2A,3.63,-0.21,-1,-1,0,0,0,-1,0,0,-1,3.42
ec,2018,1,0,Micol CRISTINI,ITA,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.43,1,1,1,1,0,1,0,1,1,3.13
ec,2018,1,0,Dasa GRM,SLO,1,3F+2T,-,0,0,1,0,0,0,3F<+2T,5.00,-1.70,-2,-3,-2,-2,-3,-3,-2,-3,-1,3.30
ec,2018,1,0,Dasa GRM,SLO,2,CSp,4,0,0,0,0,0,0,CSp4,2.60,0.43,1,1,1,0,1,1,1,2,0,3.03
ec,2018,1,0,Dasa GRM,SLO,3,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.36,1,0,0,0,1,1,1,1,1,3.36
ec,2018,1,0,Dasa GRM,SLO,4,3T,-,1,0,0,0,0,0,3T,4.73,-1.00,-2,-2,-1,-1,-2,0,-2,-2,0,3.73
ec,2018,1,0,Dasa GRM,SLO,5,2A,-,1,0,0,0,0,0,2A,3.63,0.00,0,0,0,0,-1,0,1,0,0,3.63
ec,2018,1,0,Dasa GRM,SLO,6,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.50,1,1,1,1,1,1,1,1,1,3.80
ec,2018,1,0,Dasa GRM,SLO,7,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.36,1,0,0,1,1,1,0,1,1,3.86
ec,2018,1,0,Elzbieta KROPA,LTU,1,3T+2T,-,0,0,0,0,0,0,3T+2T,5.60,0.40,1,0,0,0,0,1,1,1,1,6.00
ec,2018,1,0,Elzbieta KROPA,LTU,2,3F,-,0,0,0,0,0,0,3F,5.30,0.10,0,0,0,0,0,0,1,0,1,5.40
ec,2018,1,0,Elzbieta KROPA,LTU,3,FSSp,3,0,0,0,0,0,0,FSSp3,2.60,0.07,0,0,0,1,1,0,0,0,0,2.67
ec,2018,1,0,Elzbieta KROPA,LTU,4,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.07,0,0,0,0,0,1,0,0,1,2.67
ec,2018,1,0,Elzbieta KROPA,LTU,5,2A,-,1,0,0,0,0,0,2A,3.63,-0.07,0,-1,0,0,0,0,-1,0,0,3.56
ec,2018,1,0,Elzbieta KROPA,LTU,6,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.00,0,0,0,0,0,-1,0,0,0,3.50
ec,2018,1,0,Elzbieta KROPA,LTU,7,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.07,0,0,0,-1,1,0,0,0,1,2.77
ec,2018,1,0,Silvia HUGEC,SVK,1,3Lo+2T,-,0,0,0,0,0,0,3Lo+2T,6.40,0.30,0,0,1,0,0,1,0,1,1,6.70
ec,2018,1,0,Silvia HUGEC,SVK,2,3S,-,0,0,0,0,0,0,3S,4.40,-1.30,-3,-2,-1,-2,-1,-2,-2,-2,-2,3.10
ec,2018,1,0,Silvia HUGEC,SVK,3,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.21,0,1,0,1,0,0,0,1,1,3.21
ec,2018,1,0,Silvia HUGEC,SVK,4,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.29,0,1,1,0,0,1,1,0,1,2.89
ec,2018,1,0,Silvia HUGEC,SVK,5,2A,-,1,0,0,0,0,0,2A,3.63,0.14,0,0,0,0,1,0,1,0,1,3.77
ec,2018,1,0,Silvia HUGEC,SVK,6,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.50,1,1,1,1,1,2,1,1,1,3.20
ec,2018,1,0,Silvia HUGEC,SVK,7,CCoSp,3,0,0,0,0,0,0,CCoSp3,3.00,0.21,1,0,0,0,0,1,0,1,1,3.21
ec,2018,1,0,Giada RUSSO,ITA,1,3F,-,0,0,1,0,0,0,3F<,3.70,-2.10,-3,-3,-3,-3,-3,-3,-3,-3,-3,1.60
ec,2018,1,0,Giada RUSSO,ITA,2,3S+2T,-,0,0,0,0,0,0,3S+2T,5.70,0.30,1,0,0,0,0,1,1,1,0,6.00
ec,2018,1,0,Giada RUSSO,ITA,3,LSp,4,0,0,0,0,0,0,LSp4,2.70,0.57,1,1,1,1,2,1,1,2,1,3.27
ec,2018,1,0,Giada RUSSO,ITA,4,FSSp,4,0,0,0,0,0,0,FSSp4,3.00,0.50,1,0,1,1,2,2,1,1,0,3.50
ec,2018,1,0,Giada RUSSO,ITA,5,1A,-,1,0,0,0,0,1,1A*,0.00,0.00,-,-,-,-,-,-,-,-,-,0.00
ec,2018,1,0,Giada RUSSO,ITA,6,CCoSp,4,0,0,0,0,0,0,CCoSp4,3.50,0.50,1,1,2,1,1,1,1,1,0,4.00
ec,2018,1,0,Giada RUSSO,ITA,7,StSq,3,0,0,0,0,0,0,StSq3,3.30,0.93,3,1,2,1,2,2,1,3,2,4.23
ec,2018,1,0,Pernille SORENSEN,DEN,1,3Lo,-,0,0,0,0,0,0,3Lo,5.10,-0.30,-2,0,1,-1,-1,1,-1,-1,0,4.80
ec,2018,1,0,Pernille SORENSEN,DEN,2,3T+2T,-,0,0,0,0,0,0,3T+2T,5.60,0.20,0,0,0,0,0,0,1,1,1,5.80
ec,2018,1,0,Pernille SORENSEN,DEN,3,LSp,3,0,0,0,0,0,0,LSp3,2.40,0.00,0,0,0,0,0,0,0,0,0,2.40
ec,2018,1,0,Pernille SORENSEN,DEN,4,2A,-,1,0,0,0,0,0,2A,3.63,0.29,0,0,1,1,0,0,1,1,1,3.92
ec,2018,1,0,Pernille SORENSEN,DEN,5,FSSp,2,0,0,0,0,0,0,FSSp2,2.30,-0.04,-1,-1,0,0,0,0,0,0,0,2.26
ec,2018,1,0,Pernille SORENSEN,DEN,6,StSq,2,0,0,0,0,0,0,StSq2,2.60,0.14,0,0,1,0,0,1,0,0,1,2.74
